cid	size	cluster
Intentionally_affect	865	get even.v,rivet.v,close.v,embezzler.n,gum.v,stealing.n,solder.v,purloin.v,retaliation.n,rustle.v,unmoor.v,retaliate.v,decouple.v,mature.v,execute.v,pilfer.v,embezzlement.n,develop.v,vengeful.a,stolen.a,gains.n,vindictive.a,execution.n,steal.v,heist.n,guillotine.v,sew.v,tangle.v,abstract.v,perfect.v,avenger.n,fix.v,put to death.v,retributive.a,agglutinate.v,blow up.v,guillotining.n,get back (at).v,tether.v,retributory.a,cinch.v,overrun.v,fetter.v,pin.v,lift.v,flog.v,lash.v,snitch.v,pickpocket.v,anchor.v,revenger.n,filch.v,peculation.n,revengeful.a,fasten.v,improve.v,affix.v,snatch.n,bond.v,stick.v,pickpocket.n,blow.v,staple.v,hitch.v,larceny.n,break out.v,moor.v,tie.v,bag.v,shackle.v,reparation.n,detonate.v,tie.v,executioner.n,retribution.n,firing squad.n,handcuff.v,misappropriation.n,detonation.n,fuse.v,hangman.n,revenge.v,revenge.n,bind.v,invade.v,straitjacket.v,pinch.v,affront.v,glue.v,unchain.v,cement.v,swipe.v,braid.v,advance.v,button.v,improved.a,hanging.n,explode.v,modernization.n,headsman.n,secure.v,avenge.v,plan.v,weld.v,vengeance.n,restitution.n,attachment [item].n,paste.v,shackle.v,hang.v,invader.n,tape.v,unhinge.v,sanction.n,invasion.n,manacle.v,open.v,payback.n,tack.v,knot.v,detach.v,cop.v,nail.v,pedicure.n,offend.v,shampoo.v,chain.v,burble.v,boil down.v,shrill.v,turn on.v,spin.v,chirp.v,snarl.v,release.v,yell.v,synopsis.n,enrich.v,drone.v,squeak.v,shush.v,shriek.v,kill.v,cut off.v,splutter.v,sum up.v,trumpet.v,whine.v,detach.v,cut.v,hush.v,do what (to/with).v,exercise.v,summarize.v,shut up.v,cluck.v,activate.v,thunder.v,scourge.v,influence.v,shut up.v,induce.v,reprocess.v,bleat.v,confine.v,bellow.v,indicate.v,adjust.v,lead.v,wheeze.v,let go.v,warble.v,caning.n,whoop.v,lash.n,coo.v,chirrup.v,yelp.v,incite.v,reprocessing.n,turn off.v,hush up.v,scream.v,screech.v,dye.v,bark.v,rumble.v,save.v,silence.v,stain.v,application.n,bawl.v,wail.v,quiet down.v,restrict.v,employment.n,unhook.v,rescue.v,lock.v,beckon.v,etch.v,croak.v,cane.v,sexually assault.v,block off.v,quiet.v,treat.v,unhitch.v,enrichment.n,outline.v,terrorize.v,shut off.v,raped.a,cackle.v,bathe.v,croon.v,whimper.v,roar.v,snort.v,deactivate.v,amends.n,twitter.v,galvanize.v,bray.v,process.v,trill.v,weaponize.v,chuckle.v,rattle.v,development.n,sputter.v,weaponization.n,babble.n,squeal.v,squawk.v,tie.v,bombard.v,develop.v,boot.v,cry.v,titter.v,crow.v,contract.v,bring to attention.v,hook.v,give job.idio,misappropriate.v,subcontract.v,tie up.v,array.v,mix.v,thieving.a,bracket.v,expend.v,revolt.v,dethrone.v,yoke.v,deployment.n,poach.v,format.v,depose.v,punish.v,cutpurse.n,strap.v,master.v,represent.v,overthrow.v,revolution.n,light-fingered.a,uprising.n,char.v,fuse.v,say.v,moisturize.v,nick.v,protege.n,contact.n,free.v,teach.v,password.n,disciplinary.a,append.v,communication [act].n,reassurance.n,justify.v,commingle.v,educational.a,commission.n,talk.v,pilferage.n,exhaust.v,insurrection.n,reward.n,counter-offensive.n,ablution.n,shoplift.v,use up.v,meld.v,theft.n,sell short.v,punishment [act].n,connect.v,lock up.v,elect.v,tack on.v,sign up.v,combine.v,coup.n,rebellion.n,graduate.n,oust.v,shoplifting.n,tying.n,shoplifter.n,instruct.v,convey.v,reward.v,blend.v,pilfering.n,mutiny.n,amalgamate.v,stealer.n,training.n,codeword.n,cram.v,punishment [penalty].n,handcuff.v,adhere.v,merge.v,link.v,instruction.n,recompense.v,set up.v,share.v,snatch.v,untie.v,truss.v,embezzle.v,snatcher.n,mutiny.v,penalty.n,punitive.a,deploy.v,join.v,thieve.v,discipline.v,thief.n,flog.v,order.v,education.n,reassure.v,stew.v,unite.v,join.v,devour.v,attachment [act].n,communication [entity].n,exhibit.v,plaster.v,unify.v,thieving.n,concatenate.v,wire.v,intermix.v,signal.v,mount.v,pilferer.n,present[medical].v,answer.n,steep.v,rejoinder.n,grunt.v,tie.v,gurgle.v,take on.v,commission.v,release [event].n,loop.v,run out.v,hiss.v,blanch.v,hoot.v,reply.v,reaction.n,accredit.v,hire.n,coddle.v,broil.v,counter-attack.v,bluster.v,unfasten.v,howl.v,moan.v,come back.v,brown.v,go through.v,designate.v,scald.v,answer.v,sign.v,substitute.v,unfasten.v,babble.v,acknowledge.v,blockade.n,unzip.v,murmur.v,comb.v,purr.v,chant.v,limit.v,chatter.v,barricade.v,publication.n,unbuckle.v,drawl.v,gabble.v,mumble.v,gibber.v,rap.v,jabber.v,road-block.n,undo.v,lisp.v,retain.v,mouth.v,mutter.v,natter.v,uncork.v,prattle.v,put together.v,hire.v,replace.v,rant.v,substitution.n,fasten.v,eat up.v,rasp.v,rave.v,shout.v,comeback.n,release.v,replacement.n,simper.v,swap out.v,sing.v,retort.v,wax.v,pedal.v,slur.v,counter-attack.n,caravan.v,stammer.v,switch.v,cycle.v,spend.v,stutter.v,change.v,boat.v,whisper.v,respond.v,bike.v,blabber.v,response.n,canoe.v,reply.n,appoint.v,exchange.v,gasp.v,seal.v,groan.v,counter.v,organize.v,squander.v,make arrangements.idio,accredited.a,bicycle.v,concern.v,finger.v,deplete.v,grate.v,untie.v,call name.v,growl.v,riposte.n,tap.v,set up.v,consume.v,put out.v,parboil.v,balloon.v,rejoin.v,retort.n,cordon off.v,steaming.n,assailant.n,harass.v,sever.v,drive-by.n,manicure.n,badger.v,preservation.n,safire.n,con.v,segregate.v,separate.v,SAF.n,educate.v,segment.v,split.v,airstrike.n,defraud.v,embalm.v,partition.n,microwave.v,small arms fire.n,cheat.v,salt.v,saute.v,fire.n,bully.v,dice.v,facial.n,flatter.v,can.v,stewing.n,cajole.v,bombardment.n,block.v,cure.v,boil.v,mummify.v,chop.v,grilling.n,slice.v,onset.n,mummification.n,tutee.n,affront.n,pare.v,manipulate.v,school.v,roast.v,boiling.n,assault.n,make off (with).v,fry.v,trick.v,learn.v,cube.v,frying.n,dry.v,melting.n,cooking.n,attack.v,abstraction.n,steam.v,simmering.n,incursion.n,pickle.v,charge.v,offense.n,singe.v,toast.v,strike.n,take.v,offensive.n,barbecue.v,deep fry.v,assault.v,make up.v,hustle.v,schoolteacher.n,train.v,roasting.n,seize.v,toasting.n,roll (into).v,convene.v,melt.v,fall (upon).v,blockade.v,sear.v,charge.n,cleanse.v,cut.v,scorch.v,bombing.n,onslaught.n,dupe.v,lay (into).v,ambush.v,fool.v,baking.n,storm.v,mince.v,jump.v,arrangement.n,bomb.v,broiling.n,assail.v,schoolmistress.n,insult.v,simmer.v,raid.v,commandeer.v,ambush.n,set (upon).v,assemble.v,bake.v,arrange.v,tutor.v,schoolmaster.n,name.v,grill.v,raid.n,coach.v,grab.v,abscond (with).v,hit.v,seizure.n,insult.n,offensive.a,offensive.a,plank.v,attacker.n,cover.v,soap.v,cook.v,infiltrate.v,bring together.v,strike.v,blackmail.v,carve.v,infiltration.n,gather.v,lure.v,fillet.v,collect.v,deceive.v,attack.n,extradite.v,unscrew.v,wind.v,abandonment.n,fine.v,brush [hair].v,curl.v,groom.v,lace.v,gesture.v,rape.v,give try.idio,nod.v,leave.v,signal.n,cap.v,zip.v,buckle.v,brush [teeth].v,signal.v,abandoned.a,coil.v,abandon.v,file.v,forget.v,mold.v,employ.v,braise.v,twist.v,motion.v,wave.v,use.v,camouflage.v,gesticulate.v,plait.v,try.v,flogging.n,extradition.n,preserve.v,siege.n,show.v,lecturer.n,suicide bomber.n,tweak.v,fire.v,throw together.v,encirclement.n,teacher.n,merger.n,invest.v,kamikaze [person].n,pair.v,embalming.n,fold.v,study.v,operation.n,motor.v,utilise.v,paddle.v,parachute.v,hit.v,punt.v,shave.v,raft.v,beleaguer.v,adjustment.n,manicure.v,row.v,skate.v,part.v,sledge.v,suicide attacker.n,consolidate.v,tack.v,bisect.v,hold.v,taxi.v,jumble.v,toboggan.v,partition.v,kamikaze [attack].n,cruise.v,shroud.v,combination.n,drive.v,ride.v,sail.v,immure.v,fly.v,pick off.v,divide.v,constrain.v,compound.v,pupil.n,besiege.v,entertain.v,calibrate.v,flux.v,section.v,hide.v,besiegement.n,arrest.v,can.v,floss.v,admix.v,sign on.v,divert.v,utilisation.n,calibration.n,investment.n,suicide attack.n,point.v,suicide bombing.n,demonstrate.v,tweak.n,attach.v,tutor.n,amuse.v,apply.v,torment.v,bring together.v,siege.v,communicate.v,mask.v,pluck.v,student.n,avail oneself.v,conflate.v,operational.a,speech.n,dismiss.v,conceal.v,coalesce.v,operate.v,present.v,rapist.n,depict.v,rape.n,use.n,lump.v,professor.n,reparations.n,spank.v,publish.v,incarcerate.v,damages.n,life.n,overthrow.n,imprison.v,lay-off.n,revolt.n,take over.v,fine.n,topple.v,throne.v,election.n,enthrone.v,collar.v,coronate.v,terminate.v,crown.v,vest.v,install.v,jail.v,firing.n,nab.v,revolutionary.n,apprehend.v,independence.n,confinement.n,fire.v,shot.n,rising.n,amerce.v,cop.v,freedom.n,imprison.v,dismissal.n,ouster.n,bust.v,appear.v,discharge.v,shower.v,book.v,mulct.v,detain.v,apprehension.n,the sack.n,herd.v,give the boot.v,sack.v,release.n,termination.n,ticket.n,constraint.n,ticket.v,downsize.v,round up.v,imprisonment.n,wash.v,shitcan.v,put away.v,marinate.v,time.n,amass.v,lay off.v,let go.v,lave.v,incarceration.n,shoot.v,set free.v,run.v,soak.v,manage.v,shoot.v,bust.n,steep.v,arrest.n,discharge.v,do something (to/with).v,do.v,paddle.v,operate.v,summons.v
Emergency_fire	2	wildfire.n,wildland fire.n
Cause_bodily_experience	87	wound.v,cudgel.v,flogging.n,bludgeon.v,spank.v,boil.v,electrocute.v,burn.v,sting.v,electrocution.n,poisoning.n,massage.v,rub.v,swipe.v,bayonet.v,spear.v,maul.v,punch.v,belt.v,batter.v,squash.v,strike.v,scourge.v,hurt.v,twist.v,jab.v,hammer.v,kick.v,club.v,cane.v,cut.v,elbow.v,caning.n,lash.n,pummel.v,chafe.v,claw.v,smack.v,thwack.v,cuff.v,smash.v,stab.v,beat up.v,knee.v,whip.v,torture.v,beat.v,flog.v,welt.v,run through.v,slice.v,crack.v,knock.v,cane.v,hurt.v,clout.v,strike.n,butt.v,poison.v,crush.v,hit.v,bash.v,stone.v,buffet.v,itch.v,bruise.v,transfix.v,horsewhip.v,chop.v,injure.v,knife.v,pelt.v,flog.v,mutilate.v,drug.v,slap.v,biff.v,scratch.v,maim.v,tickle.v,break.v,fracture.v,impale.v,flagellate.v,paddle.v,gash.v,lash.v
Dodging	4	dodge.v,sidestep.n,dodge.n,sidestep.v
Clothing	163	wellington.n,galosh.n,outfit.n,surplice.n,cape.n,garment.n,vestment.n,ensemble.n,attire.n,get-up.n,welly.n,costume.n,apparel.n,uniform.n,slip.n,raiment.n,livery.n,legwarmers.n,kaftan.n,fishnet.n,kimono.n,nightgown.n,motley.n,miniskirt.n,tights.n,apron.n,teddy.n,regalia.n,robe.n,bikini.n,brassiere.n,bra.n,jumpsuit.n,swimsuit.n,smock.n,kilt.n,garb.n,bathrobe.n,pullover.n,cardigan.n,coverall.n,overall.n,sundress.n,jumper.n,skirt.n,waistcoat.n,sweater.n,camisole.n,blazer.n,pants.n,panties.n,garter.n,lingerie.n,nightwear.n,shorts.n,jeans.n,sock.n,pantyhose.n,nightdress.n,bow-tie.n,nightie.n,greatcoat.n,knickers.n,scarf.n,pyjama.n,cummerbund.n,raincoat.n,windbreaker.n,parka.n,tunic.n,neckwear.n,ballgown.n,necktie.n,shawl.n,corset.n,finery.n,bodice.n,clothes.n,windcheater.n,mitt.n,gown.n,mitten.n,clothing.n,pinafore.n,hosiery.n,shift.n,leggings.n,suit.n,glove.n,tie.n,togs.n,vest.n,underwear.n,jodhpurs.n,jacket.n,underclothes.n,stocking.n,overcoat.n,underclothing.n,undies.n,hose.n,trousers.n,chemise.n,coat.n,undergarment.n,blouse.n,gauntlet.n,cloak.n,frock.n,pallium.n,buskin.n,cravat.n,briefs.n,shirt.n,stole.n,alb.n,tracksuit.n,cottons.n,cope.n,sweatshirt.n,breeches.n,neckerchief.n,tatters.n,sweatpants.n,tippet.n,muslins.n,ermines.n,tweeds.n,doublet.n,chasuble.n,rags.n,flannels.n,two-piece.n,sneaker.n,satins.n,flip-flops.n,g-string.n,polo-neck.n,t-shirt.n,one-piece.n,culottes.n,cowl.n,muff.n,cossie.n,dress.n,crinoline.n,jerkin.n,tutu.n,petticoat.n,poncho.n,sarong.n,sari.n,wrap.n,footwear.n,abaya.n,gumboot.n,shoe.n,boot.n,stiletto.n,clog.n,silks.n,sandal.n,slipper.n
Limitation	2	limit.n,limitation.n
Bounded_region	0	
Daring	10	dare.v,audacity.n,hazard.v,chance.n,risk.n,audacious.a,audaciousness.n,chance.v,venture.v,risk.v
Accompaniment	6	singly.adv,together.adv,with.prep,in combination.prep,along with.prep,alone.a
Degree	21	so.adv,somewhat.adv,stone (cold).n,very.adv,far.adv,in part.adv,that.adv,as hell.adv,heavily.adv,a little.adv,particular.a,a lot.adv,dirt (poor).n,fully.adv,crystal (clear).n,a little bit.adv,totally.adv,sopping (wet).a,kind of.adv,way.adv,great.a
Experiencer_obj	136	wound.v,kill.v,surprise.v,mystify.v,shock.v,grate.v,antagonize.v,unnerve.v,arouse.v,stimulate.v,engage.v,bewitch.v,upset.v,worry.v,calm.v,unsettle.v,intimidate.v,astonish.v,solace.v,perturb.v,annoy.v,sting.v,appeal.v,anger.v,sadden.v,fulfill.v,startle.v,let down.v,irritate.v,reassure.v,rattle.v,gall.v,outrage.v,discourage.v,nettle.v,surprise.n,charm.v,satisfy.v,intrigue.v,displease.v,rile.v,fluster.v,dishearten.v,thrill.v,devastate.v,entertain.v,boggle.v,trouble.v,harass.v,bore.v,offend.v,terrify.v,madden.v,stun.v,repel.v,bewilder.v,gratify.v,revolt.v,frustrate.v,nonplus.v,aggravate.v,flummox.v,astound.v,tickle.v,exhilarate.v,spook.v,baffle.v,hearten.v,placate.v,captivate.v,beguile.v,distress.v,vex.v,petrify.v,delight.v,infuriate.v,stir.v,embarrass.v,soothe.v,interest.v,disturb.v,abash.v,rankle.v,depress.v,vexation.n,crush.v,comfort.v,wow.v,console.v,trouble.n,scare.v,conciliate.v,gladden.v,sober.v,confuse.v,frighten.v,mortify.v,aggrieve.v,faze.v,excite.v,torment.v,embitter.v,stupefy.v,sicken.v,fascinate.v,traumatize.v,exasperate.v,impress.v,enthrall.v,incense.v,irk.v,enrage.v,humiliate.v,enchant.v,perplex.v,flabbergast.v,pacify.v,floor.v,amaze.v,shake.v,alarm.v,please.v,shame.v,stagger.v,disconcert.v,puzzle.v,destroy.v,cheer.v,demolish.v,discomfit.v,agonize.v,dazzle.v,shocker.n,encourage.v,disappoint.v,mollify.v
Travel	20	pilgrimage.n,jaunt.n,peregrination.n,voyage.v,tour.v,trip.n,junket.n,journey.n,excursion.n,traveler.n,safari.n,travel.n,journey.v,expedition.n,voyage.n,tour.n,commute.v,getaway.n,odyssey.n,travel.v
Fear	11	freaked.a,dread.n,terror.n,fear.n,scared.a,live in fear.v,nervous.a,frightened.a,terrified.a,afraid.a,apprehension.n
Rejuvenation	16	revitalization.n,resuscitation.n,reawaken.v,breathe new life.v,reinvigoration.n,rejuvenation.n,revival.n,revitalize.v,breathe fresh life.v,rejuvenate.v,refresh.v,renew.v,reinvigorate.v,resuscitate.v,invigorate.v,restore.v
Tasting	2	taste.v,try.v
Ingestion	36	have.v,devour.v,ingestion.n,sip.v,tuck.v,slurp.v,drink.v,nosh.v,sup.v,ingest.v,swig.v,lap.v,guzzle.v,put away.v,dine.v,gobble.v,gulp.n,breakfast.v,feed.v,sip.n,eat.v,swig.n,lunch.v,imbibe.v,quaff.v,swill.v,put back.v,snack.v,nurse.v,gulp.v,munch.v,nibble.v,feast.v,slurp.n,down.v,consume.v
Revenge	18	avenge.v,avenger.n,get even.v,vengeance.n,retributive.a,get back (at).v,retaliation.n,retributory.a,retribution.n,sanction.n,retaliate.v,payback.n,revenge.v,revenge.n,vengeful.a,revenger.n,vindictive.a,revengeful.a
Sidereal_appearance	3	come up.v,rise.v,rise.n
People_by_jurisdiction	5	subject.n,citizenry.n,parishioner.n,national.n,citizen.n
Carry_goods	2	stock.v,carry.v
Scheduling	8	book.v,hold.v,set up.v,reserve.v,booking.n,arrange.v,schedule.v,reservation.n
Calendric_unit	63	one day.n,October.n,minute.n,tomorrow.n,midnight.n,Tuesday.n,Wednesday.n,decade.n,hour.n,noon.n,today.n,twilight.n,weekend.n,Monday.n,September.n,second.n,afternoon.n,rush hour.n,dawn.n,Saturday.n,weekday.n,February.n,March.n,Sunday.n,Friday.n,dusk.n,year.n,August.n,winter.n,holiday.n,April.n,autumn.n,midday.n,May.n,January.n,June.n,December.n,spring.n,month.n,leap year.n,century.n,daybreak.n,day.n,eve.n,morn.n,era.n,school year.n,quarter.n,weeknight.n,November.n,calendar year.n,summer.n,yesterday.n,evening.n,fortnight.n,tonight.n,night.n,age.n,millennium.n,morning.n,July.n,week.n,Thursday.n
Communication_noise	59	rap.v,titter.v,burble.v,shrill.v,chirp.v,snarl.v,grunt.v,yell.v,croak.v,drone.v,gurgle.v,squeak.v,shriek.v,rasp.v,splutter.v,trumpet.v,bark.v,whine.v,hiss.v,cackle.v,hoot.v,croon.v,cluck.v,bawl.v,whimper.v,roar.v,thunder.v,snort.v,bleat.v,howl.v,twitter.v,bray.v,moan.v,bellow.v,gasp.v,trill.v,chuckle.v,groan.v,rattle.v,wheeze.v,sputter.v,warble.v,babble.n,squeal.v,wail.v,whoop.v,coo.v,murmur.v,squawk.v,chirrup.v,purr.v,rumble.v,yelp.v,grate.v,growl.v,scream.v,screech.v,cry.v,crow.v
Rest	3	rest.n,complement.n,complement.v
Sex	26	sex.n,do.v,lay.v,bump uglies.v,jump.v,make whoopee.a,take.v,have.v,copulate.v,go at it.v,knock boots.v,fuck.v,do it.v,mate.v,pork.v,slam.v,make love.v,give.v,make baby.v,bang.v,quickie.n,shag.v,bed.v,intercourse.n,jump (someone's) bones.idio,bone.v
Location_on_path	0	
Attention	8	attentive.a,attend.v,keep an eye.v,alert.a,closely.adv,attention.n,close.a,ignore.v
Exporting	4	export.v,export [act].n,exportation.n,export [entity].n
Trap	4	prank.n,snare.n,trap.n,practical joke.n
Store	9	cache.n,supply.n,stash.n,store.n,inventory.n,stock.n,cargo.n,reserve.n,stockpile.n
Holding_off_on	2	hold off.v,wait.v
Dressing	8	dress.v,throw on.v,don.v,dress up.v,get on.v,slip on.v,put on.v,pull on.v
Judgment_communication	126	accusation.n,disparaging.a,tell off.v,reproof.n,criticize.v,mock.v,congratulate.v,blast.v,deprecative.a,disparagement.n,critical.a,execrative.a,laud.v,tongue-lashing.n,boastful.a,censure.n,laudable.a,mocking.a,preen.v,criticism.n,disparage.v,braggart.n,reproach.v,critic.n,deprecatory.a,jeer.n,rebuke.n,praise.n,jeer.v,censure.v,deprecation.n,accuse.v,take to task.v,charge.v,rip.v,execration.n,acclaim.v,derision.n,give shit.v,damn.v,denouncement.n,chastisement.n,deprecate.v,critique.n,belittle.v,pin.v,reprimand.n,boast.n,belittlement.n,commendable.a,deride.v,talking-to.n,commend.v,scathing.a,scoff.v,rebuke.v,condemnation.n,extol.v,upbraid.v,castigate.v,praise.v,reprove.v,boast.v,commendatory.a,remonstrance.n,scold.v,critique.v,tout.v,denunciatory.a,compliment.n,commendation.n,denounce.v,denigrative.a,recriminate.v,vaunt.v,denunciation.n,decry.v,attack.v,rodomontade.v,gibe.v,belittling.n,laudatory.a,admonition.n,rave.v,malediction.n,thank.v,telling off.n,berate.v,harangue.n,admonishment.n,condemn.v,hail.v,remonstrate.v,brag.v,harangue.v,admonish.v,castigatory.a,denunciative.a,recrimination.n,blame.v,thanks.n,execrate.v,reprehend.v,slam.v,charge.n,maledictory.a,castigation.n,rodomontade.n,denigrate.v,reprehension.n,excoriation.n,chastise.v,excoriate.v,harangue.v,acclaim.n,ridicule.v,chide.v,kudos.n,dump.v,ridicule.n,compliment.v,attack.n,reprimand.v,gripe.v,cite.v,denigration.n
Smuggling	5	contraband.n,smuggle.v,smuggler.n,smuggling.n,contraband.a
Product_development_scenario	0	
Being_employed	17	work.v,wait tables.idio,employ.n,clerk.v,unemployment.n,unemployed.a,employment.n,subcontract.v,jobless.a,work.n,stint.n,employed.a,temp.v,job.n,farm (out).v,position.n,at.prep
Temporal_subregion	13	dawning.n,later.a,middle.n,mid.a,early.a,beginning.n,outset.n,turn.n,late.a,middle.a,end.n,start.n,earlier.a
Shoot_projectiles	6	fire off.v,fire.n,fire.v,launch.v,launch.n,shoot.v
Labor_product	3	work.n,output.n,oeuvre.n
Ceasing_to_be	28	terminator.n,go away.v,dissipation.n,pass away.v,drown.v,expire.v,demise.n,starvation.n,asphyxiate.v,dissipate.v,vanish.v,die.v,starve.v,suffocation.n,dissolve.v,mortality.n,disappearance.n,disappear.v,perish.v,death.n,decease.v,croak it.v,end.n,suffocate.v,fade.v,mortal.a,kick the bucket.v,croak.v
Finish_game	15	win.n,draw.n,winner.n,loss.n,lose.v,tie.v,victory.n,win.v,show.v,victorious.a,win.v,tie.n,fold.v,victor.n,lose.v
Judgment	55	blame.v,reproach.n,disrespect.n,deify.v,appreciation.n,esteem.v,accuse.v,prize.v,contempt.n,reverence.n,disapprove.v,appreciate.v,reproachful.a,value.v,deplore.v,stricture.n,disapproval.n,scorn.v,exalt.v,admiration.n,derisive.a,esteem.n,approve.v,fault.v,disapproving.a,admire.v,stigmatize.v,boo.v,applaud.v,exaltation.n,disdain.n,vilification.n,damnation.n,approving.a,respect.n,reprehensible.a,approbation.n,revere.v,accolade.n,blame.n,disdain.v,mock.v,set store.v,disdainful.a,scorn.n,mockery.n,admiring.a,critical.a,appreciative.a,scornful.a,contemptuous.a,fault.n,respect.v,stigma.n,uncritical.a
Deserving	8	deserve.v,worth.a,warrant.n,merit.v,justify.v,warrant.v,call.v,grounds.n
Personal_success	23	arrive.v,renown.n,success [event].n,legendary.a,big name.n,success [person].n,epic.a,renowned.a,notorious.a,name.n,make a name for oneself.v,known.a,famous.a,well known.a,make it.v,stature.n,infamous.a,notoriety.n,success [state].n,fame.n,successful.a,succeed.v,reputation.n
Mental_property	66	curious.a,enlightenment.n,acquisitive.a,foolishness.n,dim.a,stupidly.adv,foxy.a,absent-minded.a,cynical.a,brilliance.n,perceptive.a,brilliant.a,diligent.a,ill-advised.a,bull-headed.a,foolish.a,ingenious.a,narrow-minded.a,daft.a,unreasonable.a,broad-minded.a,crackers.a,reasonable.a,insightfully.adv,inane.a,brainless.a,sagacious.a,careless.a,sensible.a,canny.a,smart.a,insightful.a,suspicious.a,astute.a,crazy.a,forgetful.a,astuteness.n,wise.a,common sense.n,stupid.a,nonsensical.a,ridiculous.a,naive.a,inattentive.a,wit.n,narrow-mindedly.adv,discernment.n,ludicrous.a,carelessness.n,crafty.a,sage.a,moronic.a,sense.n,cunning.a,irrational.a,discerning.a,idiotic.a,enlightened.a,carelessly.adv,absurdity.n,shrewd.a,intelligent.a,carefully.adv,perceptively.adv,absurd.a,dim-witted.a
Sacrificing_for	2	sacrifice.v,compromise.v
Race_descriptor	6	hispanic.a,white.a,black.a,color.n,yellow.a,asian.a
Offenses	28	manslaughter.n,robbery.n,homicide.n,felony.n,sabotage.n,battery.n,larceny.n,assault.n,indecent assault.n,arson.n,sexual assault.n,fraud.n,arsonist.n,sexual harassment.n,arson.n,rape.n,possession.n,conspiracy.n,theft.n,treason.n,kidnapping.n,hijacking.n,child abuse.n,negligence.n,murder.n,burglary.n,statutory rape.n,copyright infringement.n
Evaluative_comparison	8	equal.v,comparable.a,match.n,match.v,stack up.v,rival.v,measure up.v,compare.v
Aiming	5	aim.n,target.v,aim.v,direct.v,target.n
Commerce_buy	10	client.n,purchase [act].n,charter.v,purchase.v,hire.v,lease.v,buyer.n,purchaser.n,buy.v,rent.v
Affirm_or_deny	10	confirm.v,reaffirm.v,deny.v,refute.v,concede.v,attest.v,affirm.v,confirmation.n,affirmation.n,denial.n
Cause_to_rot	2	putrefy.v,rot.v
Reparation	4	restitution.n,amends.n,make up.v,reparation.n
Performers_and_roles	16	co-star (in).v,lead.n,part.n,role.n,co-star.v,play.v,feature.v,co-star.n,star (in).v,character.n,appear.v,star.v,act.v,as.prep,be.v,star.n
Political_actions	3	strike.n,strike.v,walk-out.n
Filling	59	splatter.v,asphalt.v,dress.v,drape.v,drizzle.v,coat.v,pile.v,tile.v,glaze.v,heap.v,surface.v,pack.v,pump.v,jam.v,plant.v,scatter.v,paint.v,sow.v,butter.v,wallpaper.v,adorn.v,seed.v,accessorize.v,brush.v,hang.v,fill.v,anoint.v,squirt.v,crowd.v,sprinkle.v,gild.v,wash.v,splash.v,embellish.v,daub.v,spatter.v,strew.v,cram.v,cover.v,spread.v,shower.v,load.v,stuff.v,suffuse.v,smear.v,plank.v,plaster.v,pave.v,dust.v,wax.v,douse.v,flood.v,wrap.v,inject.v,yoke.v,dab.v,varnish.v,panel.v,spray.v
Leadership	106	chief.n,prince.n,representative.n,commander.n,crown prince.n,commandant.n,empress.n,secretary.n,principal.n,administration.n,congressman.n,lawmaker.n,khan.n,mogul.n,tsarina.n,ruler.n,caliph.n,official.n,pasha.n,superintendent.n,governor.n,vice-chairman.n,authority.n,state.n,govern.v,prime minister.n,headmaster.n,rule.v,rule.n,administer.v,command.v,senate.n,major general.a,bishop.n,power [rule].n,minister.n,baron.n,king.n,suzerain.n,commissioner.n,shah.n,leadership.n,legislator.n,emperor.n,legislature.n,overlord.n,chair.v,dictator.n,chieftain.n,despot.n,general.n,command.n,imam.n,spearhead.v,director.n,chairman.n,mayor.n,officer.n,lead.v,queen.n,charge.n,boss.n,government.n,leader.n,presidential.a,drug lord.n,executive.n,chairperson.n,premier.n,high-priest.n,doyen.n,president [political].n,viceroy.n,satrap.n,preside.v,president [non-political].n,vice-principal.n,diplomat.n,chief executive officer.n,head.v,tsar.n,head.n,kaiser.n,CEO.n,reign.v,duchess.n,tyrant.n,maharaja.n,vice-president [political].n,khedive.n,congresswoman.n,captain.n,sheik.n,run.v,sultan.n,power [govt].n,vice-captain.n,director general.n,supervisor.n,monarch.n,regime.n,vice-president [non-political].n,sovereign.n,vizier.n,doyenne.n,rector.n
Mathematical_relationship	3	function.n,equation.n,formula.n
Chemical-sense_description	41	sapid.a,fragrant.a,smell.v,tasty.a,bland.a,scrumptious.a,bitter.a,delicious.a,bouquet.n,scent.n,malodorous.a,palatable.a,tart.a,aroma.n,hot.a,flavourful.a,odor.n,flavoursome.a,tasteless.a,toothsome.a,unpalatable.a,salty.a,pungent.a,smelly.a,reek.v,stink.n,yummy.a,sour.a,reek.n,spicy.a,ambrosial.a,insipid.a,savory.a,fragrance.n,flavourless.a,sweet.a,stink.v,aromatic.a,piquant.a,delectable.a,stench.n
Silencing	7	hush up.v,quiet down.v,shut up.v,shush.v,hush.v,silence.v,quiet.v
Being_operational	10	down.a,busted.a,function.n,functional.a,broken.a,operational.a,work.v,working.a,in order.a,downed.a
Preserving	11	can.v,preserve.v,preservation.n,dry.v,cure.v,mummification.n,embalming.n,mummify.v,pickle.v,embalm.v,salt.v
Scrutinizing_for	21	proof-read.v,examination.n,ransack.v,patrol.v,frisk.v,inspect.v,rifle.v,rummage.v,check.v,comb.v,patrol [act].n,scour.v,sweep.n,inspection.n,patrol [entity].n,examine.v,pat down.v,sweep.v,double-check.v,police.v,sift.v
